Feature,Normalized.Dispersion
ENSG00000132768,-1.4768755067359163
ENSG00000117410,-0.15304995619278813
ENSG00000117411,-1.5906381094419322
ENSG00000159214,-0.9260960243525593
ENSG00000196517,0.9902097271208491
ENSG00000230615,-1.0470208513009356
ENSG00000178028,0.523022822158224
ENSG00000117419,-0.7857691293055771
ENSG00000233602,NaN
ENSG00000187147,0.38017787076388043
ENSG00000126106,-1.1086776295937117
ENSG00000198520,0.5596393651355756
ENSG00000142945,-0.6383087723767811
ENSG00000225721,0.6871407832985651
ENSG00000142937,-0.9291256612089112
ENSG00000142959,-0.8175716358393034
ENSG00000173846,-0.0480923096528859
ENSG00000188396,-0.6108834526438148
ENSG00000290041,-2.0359485173744067
ENSG00000222009,0.15668552125344473
ENSG00000117425,1.8409608993264284
ENSG00000070785,1.1953955672797483
ENSG00000126107,-1.3216360605792794
ENSG00000126088,-1.3557950898843876
ENSG00000162415,4.731588484177691
ENSG00000281912,0.3637404782948539
ENSG00000186603,-0.8712842559009243
ENSG00000132781,-0.8334865760521096
ENSG00000132773,0.16333575146663534
ENSG00000070759,4.543389272788014
ENSG00000280670,-0.30006122054001144
ENSG00000132763,-0.5222588918865388
ENSG00000117450,-1.4734983222644502
ENSG00000117448,-2.017892086728404
ENSG00000289407,NaN
ENSG00000132780,0.10528681001904944
ENSG00000159588,-1.4933103001950108
ENSG00000159592,-0.7653637070568216
ENSG00000159596,-1.5537301606522567
ENSG00000197429,1.2407499056314417
ENSG00000230896,-0.6396373259361444
ENSG00000086015,2.220135414324995
ENSG00000117461,3.5093705630650733
ENSG00000227857,NaN
ENSG00000117472,NaN
ENSG00000085998,-1.2755798261808264
ENSG00000171357,0.8157350605018938
ENSG00000085999,0.5166104528691009
ENSG00000132128,-0.01370947643594031
ENSG00000173660,-0.3179076970374983
ENSG00000117481,-1.1147943564862728
ENSG00000117480,-1.7588252946496965
ENSG00000291138,0.1789778279401531
